Id,SalePrice,totalBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageCars,totalSpcBlt_standardized,LotArea_standardized,GrLivArea_normalized,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf
14,279500,2,3,1,1,3,0.8021980807980358,0.3617629589179416,0.40400250156347717,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15,157000,3,2,1,1,1,-0.06129471090658588,0.4503068421363891,0.2532833020637898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,132000,1,2,1,0,2,-1.530307344097021,-1.1355537528208801,0.0037523452157598447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,149000,2,2,1,1,2,-0.9534511637466306,0.5563612694241564,0.09756097560975607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,159000,3,3,1,0,2,-0.5593258231345627,1.3671324985960602,0.16635397123202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20,139000,1,3,1,0,1,-0.3085187881996103,-0.6597955743336993,0.30706691682301435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,325300,4,4,1,1,3,1.7803455170443498,1.5389340630497645,0.955597248280175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,139400,1,3,1,1,1,-1.4246100936601482,-0.6964686005920862,0.16260162601626016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,230000,2,3,1,1,2,1.8484217122409798,0.061110221123959294,0.592245153220763,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,129900,2,3,1,1,2,-0.7886351122179477,-1.7619686878290013,0.1325828642901813,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,154000,2,3,1,1,1,-0.7528055357986687,-0.43314966430438956,0.1325828642901813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,256300,2,3,1,1,3,1.121081310929618,1.543889877409006,0.47029393370856776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27,134800,2,3,1,0,2,-1.3260787585071312,-0.7787351189554945,0.03252032520325199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,306000,3,3,1,1,3,1.5546191856028928,0.6346631363001716,0.535334584115072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
29,207500,2,2,1,2,1,0.9741800476105745,2.2347303990872662,0.47029393370856776,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,149350,2,3,1,0,1,-0.15086865195478313,-0.33469415236745914,0.23764853033145716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
33,179900,2,3,1,0,2,-0.1293709061032158,0.4929268456258657,0.241400875547217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,165500,3,4,1,1,2,0.9992607511040698,0.32872419652299845,0.5328330206378987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35,277500,3,2,1,1,2,1.0422562428072044,-0.7414013174492088,0.4459036898061288,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37,145000,2,3,1,0,2,-0.6202361030473368,0.4301531970754738,0.15572232645403372,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,153000,2,3,1,1,2,0.0963554253382413,-0.3386588038548523,0.28080050031269543,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,109000,2,3,1,0,1,-0.7635544087244525,-0.5401952544640053,0.13070669168230142,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,160000,2,3,1,1,2,-0.22969372007719674,-0.29702996323722397,0.2976860537836147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,170000,3,2,1,2,1,0.2468396462992127,2.427676771473734,0.3001876172607879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43,144000,2,2,1,0,2,-1.4622311489003912,-0.12456762353562097,0.022514071294559068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
44,130250,2,3,1,0,1,-1.1899263681138714,-0.11795987105663235,0.05628517823639767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,141000,2,3,1,0,1,-0.4303393480251586,-0.5325963391131683,0.18886804252657907,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,319900,3,2,1,1,2,1.7266011524154314,-0.6274175871866551,0.5653533458411507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
47,239686,3,1,1,1,2,1.8681279792715832,1.078704102888207,0.8136335209505942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,249700,2,3,1,0,3,1.382637218790354,0.508455063951489,0.505315822388993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
49,113000,2,2,3,0,0,-0.6309849759731204,-1.6853187590727332,0.37773608505315814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50,127000,2,3,1,0,1,-1.1290160882010973,-0.5996650267749029,0.06691682301438395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
51,177000,3,3,1,0,2,-0.49483258557986065,1.4246199451632613,0.3889931207004377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
52,114500,1,3,1,1,2,-0.9821148248820537,-1.0959072379469483,0.20512820512820507,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55,130000,1,3,1,1,2,-1.426401572481112,-0.8005407021361569,0.32020012507817386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,180500,2,3,1,1,2,0.5549740035050112,0.20416806229406295,0.3608505315822389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57,172500,4,3,1,0,2,0.302375489749095,-2.283650746045153,0.5572232645403378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
58,196500,3,3,1,0,2,0.07127472184474606,0.6898378694997266,0.5453408380237649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61,158000,3,3,1,0,2,-0.4016756868897355,1.1613010088755646,0.19387116948092553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62,101000,1,3,1,0,1,-1.6109238910403985,-0.7787351189554945,0.16447779862414003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,202500,2,2,1,1,2,0.35791133319897733,-1.0291689379091633,0.32645403377110693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
64,140000,2,3,1,0,2,-0.45542005151865383,0.24546651528774183,0.5390869293308317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65,219500,4,3,1,0,2,0.9867203993573221,-0.06014203686548191,0.7417135709818635,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,226000,3,3,1,0,2,0.7018752668240548,0.3660579980292842,0.3946216385240775,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
70,225000,2,3,1,1,2,1.8824598098392948,1.9942082088520805,0.8999374609130707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
73,185000,3,3,1,1,2,0.017530357215827713,0.1929348830797823,0.5440900562851781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,144900,2,3,1,0,2,-0.6596486371085436,0.21242775289279872,0.14884302689180728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,107400,2,3,2,0,1,-0.17057491898538654,-1.2445816687241922,0.47342088805503446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
77,135750,1,2,1,0,1,-1.139764961126881,-0.3574908984199699,0.06504065040650397,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,127000,2,2,1,0,1,-1.0448165836157919,-0.30462887858806087,0.27329580988117574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,136500,2,4,2,0,0,1.7839284746862778,0.40339179953556986,0.5753595997498436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80,110000,2,2,1,0,2,-1.5589710052324441,0.2917207826406622,0.23889931207004378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
81,193500,3,4,1,1,1,0.891772021846233,1.1375130999512058,0.809255784865541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,153500,3,2,1,0,2,0.0605258489189624,-1.6707817036189583,0.30581613508442773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,245000,2,3,1,1,3,1.04942215809106,0.2144100786364953,0.44715447154471544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
84,126500,2,3,1,0,2,-0.7348907475890293,-0.2197192592330571,0.13570981863664788,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,168500,3,3,1,1,2,-1.2221729868912223,-0.3393195791027512,0.391494684177611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,260000,3,4,1,1,2,2.0866883954291846,2.1481688416125153,0.9812382739212008,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,174000,3,3,1,1,2,-0.5306621619991395,0.7777209774702752,0.44527829893683546,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,164500,3,2,1,0,2,-1.2615855209524292,-1.852164509167196,0.23514696685428393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
89,85000,1,2,1,0,0,-0.0021759098147756863,-0.359142836539717,0.424015009380863,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,123600,2,3,1,0,0,-1.003612570733621,-0.49129788611948944,0.08880550343964977,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
92,98600,1,2,1,0,2,-0.1257879484612879,-0.34923120782123407,0.24202626641651026,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,163500,2,2,1,0,2,-1.2544196056685735,1.2564526445730009,0.07254534083802378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,133900,3,4,2,1,2,1.7283926312363955,-0.7787351189554945,0.9024390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
95,204750,4,3,1,0,2,0.12501908647366441,-0.07269676657556029,0.586616635397123,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
96,185000,3,3,1,1,2,-0.6990611711697504,0.0687091364747962,0.3889931207004377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,214000,2,3,1,0,2,1.1389960991392574,0.2335725608255623,0.46278924327704807,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,94750,2,3,1,0,1,-1.1111012999914578,0.45063722976033854,0.07004377736085055,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,128950,3,3,1,0,0,-0.6542742006456518,-0.07831335618270062,0.2357723577235772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,205000,3,3,1,2,2,1.217821167261671,0.3455739653444194,0.47654784240150094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,178000,3,3,1,1,2,-0.12041351199839607,-0.11597754531293576,0.5528455284552846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,118964,2,4,2,0,2,-1.8008206460625766,-0.838865666514291,0.4296435272045027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,198900,2,3,1,0,3,-0.15803456723863893,0.2791660529305838,0.23639774859287055,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,169500,2,4,1,2,1,0.5693058340727228,-0.5943788247917119,0.6066291432145091,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
106,250000,3,3,1,1,2,0.9043123735929807,-0.06014203686548191,0.7154471544715447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
107,100000,1,2,1,0,1,-1.526724386455093,0.4106603272624574,0.12445278298936835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
109,115000,2,3,1,0,0,-0.4124245598155192,-0.34923120782123407,0.4183864915572232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,190000,2,3,1,1,2,2.0562332554727973,0.7248589576383663,0.622889305816135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
111,136900,2,4,1,0,1,0.5531825246840474,-0.01058389327306725,0.6297686053783614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,180000,3,3,1,1,2,-1.300998055013636,-0.5970219257833074,0.3639774859287054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
115,259500,4,3,1,1,1,1.447130456345056,-0.7592422491424781,0.9205753595997498,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,176000,3,2,1,1,2,-0.6327764547940844,-2.0903739860347357,0.381488430268918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
117,139000,2,3,1,1,1,-0.6381508912569762,0.6802566284051931,0.15259537210756724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
118,155000,2,2,1,0,2,-0.5199132890733559,-0.33733725335905457,0.17323327079424633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,163990,3,3,1,1,2,-0.6381508912569762,-0.3621163251552619,0.3802376485303314,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,100000,1,3,1,0,1,-1.2275474233541142,-1.1553770102578458,0.17198248905565972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,136000,1,3,1,0,1,-0.681146382960111,-0.030737538333982545,0.14509068167604744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
124,153900,2,2,1,0,2,-0.25477442357069197,-0.5501068831824881,0.2195121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
125,181000,2,3,1,1,2,0.730538927959478,2.4732702635787556,0.46153846153846145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,128000,2,2,1,1,2,-0.9032897567596402,-1.5293758005686018,0.06879299562226382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,155000,2,3,1,1,2,-0.9534511637466306,-0.6498839456152163,0.31269543464665417,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
130,150000,3,3,1,0,2,-0.8585027862355415,-0.1929578616931532,0.1282051282051282,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
131,226000,3,4,1,2,2,0.9688056111476826,1.533978248690523,0.8186366479049406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,244000,4,3,1,1,2,0.9061038524139445,0.8811323037664472,0.7542213883677299,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,150750,2,3,1,0,2,-0.26910625413840356,-0.7166222456530015,0.29956222639149466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,220000,3,2,1,0,2,0.040819581888359,-0.8933796244659471,0.28017510944340207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
135,180000,3,3,1,1,2,1.1497449720650412,0.2570300821259719,0.5459662288930581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
136,174000,2,3,1,1,2,0.7986151231561078,0.2785052776826849,0.5215759849906191,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
137,143000,2,3,1,1,1,-0.20103005894177362,0.26363783460496054,0.22889305816135075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,171000,3,5,2,0,3,2.3751164856043796,0.4998649857288037,0.6948092557848654,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
139,230000,3,3,1,2,3,0.565722876430795,-0.1622318126658561,0.6278924327704815,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,231500,4,3,1,0,2,0.27192034979270796,1.9390334756525254,0.5728580362726704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141,115000,1,3,1,1,0,-1.4550652336165353,0.31154404007762804,0.01000625390869292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,260000,3,3,1,0,2,1.6621079148607294,0.6898378694997266,0.5540963101938711,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
143,166000,2,4,1,0,2,-0.4392967421299783,-0.3426234553422455,0.3358348968105065,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
144,204000,3,3,1,0,2,0.8075725172609276,0.2570300821259719,0.40838023764853026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,125000,3,6,2,0,2,1.6406101690091621,-0.15099863345157546,0.5503439649781113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,105000,2,2,1,0,1,-1.7022893109095598,-1.1355537528208801,0.016885553470919246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,222500,3,3,1,1,2,0.6785860421515235,-0.01719164575205587,0.742338961851157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,141000,2,3,1,0,0,-0.681146382960111,-0.6796188317706652,0.14509068167604744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
150,115000,1,3,1,0,1,-0.5378280772829953,-1.0959072379469483,0.31019387116948083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,122000,2,3,1,0,2,-1.0788546812141069,0.26396822222891,0.07567229518449026,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,372402,3,2,1,1,3,1.57611693145446,1.4318884728901489,0.5390869293308317,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
153,190000,3,4,1,1,2,0.49764668123416506,1.73320198593203,0.716072545340838,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,235000,2,1,1,1,2,0.562139918788867,1.3027069119259211,0.25265791119449654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,125000,1,4,1,0,1,-0.25119146592876407,0.5890696441951502,0.22013758599124444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
156,79000,1,2,1,0,0,-1.562553962874372,0.014195178523140081,0.15509693558474047,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,269500,3,4,1,1,3,0.3614942908409052,0.808116638873623,0.7004377736085053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
159,254900,3,3,1,1,2,0.7126241397498385,0.9894994444218606,0.6873045653533457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
161,162500,2,3,1,0,2,-0.13653682138707157,0.5163843669262753,0.2401500938086304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
163,220000,2,3,1,1,2,0.9705970899686466,0.8672560235605711,0.4333958724202627,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
